KEY,Japanese
produce.card.sort.lessonvalue,評価値
produce.card.sort.blockvalue,元気値
produce.drink.sort.number,通常
produce.drink.filter.empty,対象のPドリンクがありません
produce.item.sort.number,通常
produce.item.filter.empty,対象のPアイテムがありません
produce.filter.common.keyword.title,テキスト検索
produce.filter.common.keyword.placeholder,テキスト検索
produce.filter.common.exam_effect.title,効果
produce.filter.common.exam_effect.button,キーワード検索
produce.filter.common.unlocked,解放済
produce.filter.common.locked,未解放

produce.effect.convert.value1,<value_1>
produce.effect.convert.value1.permil,<value_1:f>
produce.effect.convert.value2,<value_2>
produce.effect.convert.value2.permil,<value_2:f>
produce.effect.convert.turn,<turn>
produce.effect.convert.count,<count>
produce.effect.convert.move_position_type,<move_position_type>
produce.effect.convert.card_category,<card_categories>
produce.effect.convert.cost,<cost>
produce.effect.convert.card,<card>
produce.effect.convert.effect,<effect>
produce.effect.turn,{0}ターン
produce.effect.count,{0}回
produce.effect.turn_timer,{0}ターン後
produce.effect.count_suffix,回
produce.effect.turn_suffix,ターン

produce.upgrade.result, {0}枚のスキルカードを強化しました。
produce.change.result, {0}枚のスキルカードを変化させました。
produce.add.result, {0}枚のスキルカードを獲得しました。
produce.remove.result, {0}枚のスキルカードを削除しました。
produce.duplicate.result, {0}枚のスキルカードをコピーしました。

produce.concat_card, と
produce.upgrade.message.result, {0}を強化しました
produce.delete.message.result, を削除しました
produce.duplicate.message.result, {0}を{1}枚コピーしました
produce.duplicate_upgrade.message.result, {0}を{1}枚コピーして強化しました
produce.change.message.result, {0}を{1}に変換しました
produce.change_upgrade.message.result, {0}を{1}に変換して強化しました

produce.shop.empty, Pポイントと交換するものを選んでください
produce.shop.exchange.button, 交換
produce.shop.end_warning.title,相談終了確認
produce.shop.end_warning.description,まだ交換可能です。\n相談室を終了しますか？
produce.shop.end_warning.description2,※終了するとこの画面には戻れません

produce.schedule.select_empty,行動を選択してください
produce.schedule.step_exam_vo, ボーカルレッスン
produce.schedule.step_exam_da, ダンスレッスン
produce.schedule.step_exam_vi, ビジュアルレッスン
produce.schedule.step_exam_vo_sp, SP ボーカルレッスン
produce.schedule.step_exam_da_sp, SP ダンスレッスン
produce.schedule.step_exam_vi_sp, SP ビジュアルレッスン
produce.schedule.step_exam_hard, 追い込みレッスン
produce.schedule.step_exam_vo_hard, ボーカル追い込みレッスン
produce.schedule.step_exam_da_hard, ダンス追い込みレッスン
produce.schedule.step_exam_vi_hard, ビジュアル追い込みレッスン
produce.schedule.step_exam_audition, 試験
produce.schedule.step_exam_mid_audition, 中間試験
produce.schedule.step_exam_final_audition, 最終試験
produce.schedule.step_present, 活動支給
produce.schedule.step_refresh, 休む
produce.schedule.step_event, イベント
produce.schedule.step_event_activity,おでかけ
produce.schedule.step_event_school,授業
produce.schedule.step_last, 中間試験
produce.schedule.step_shop, 相談
produce.schedule.step_exam_vo.short,Vo.レッスン
produce.schedule.step_exam_da.short,Da.レッスン
produce.schedule.step_exam_vi.short,Vi.レッスン

produce.schedule.top_chara, なーんか今日、朝からずぅ～っと気分爽快でぇ！\n身体がメチャ軽いってゆーか！\nやる気がドンドン溢れてくるってゆーか！
produce.schedule.top_rest_before_1, あ、お休みですかぁ？\n了解で～す♪
produce.schedule.top_rest_before_2, はいは～い！\nお休み、了解でぇす♪
produce.schedule.top_rest_before_3, お休みですかぁ？\nは～い！　何しよっかなぁ～♪
produce.schedule.top_rest_before_4, 休みってことはぁ、バイト……\nち、ちゃんと休みますよぉ～
produce.schedule.top_rest_after_1, リフレッシュして、身体かるぅい♪
produce.schedule.top_rest_after_2, ちゃんとゆっくりしましたよ～♪
produce.schedule.top_rest_after_3, お休みありがとうございましたぁ♡
produce.schedule.top_rest_after_4, ゆっくり休めるって、最高ですね～♪
produce.schedule.step_exam_vo_description, ボーカルが上昇します。
produce.schedule.step_exam_da_description, ダンスが上昇します。
produce.schedule.step_exam_vi_description, ビジュアルが上昇します。
produce.schedule.step_exam_vo_sp_description, ボーカルが上昇します。\n難易度も高いですが報酬も豪華です。
produce.schedule.step_exam_da_sp_description, ダンスが上昇します。\n難易度も高いですが報酬も豪華です。
produce.schedule.step_exam_vi_sp_description, ビジュアルが上昇します。\n難易度も高いですが報酬も豪華です。
produce.schedule.step_exam_hard_description, 重点的にレッスンをするパラメータが上昇します。\n目標クリア後はすべてのパラメータが上昇します。
produce.schedule.step_present_description, Pポイントやアイテムを獲得できます。
produce.schedule.step_refresh_description, 体力を回復することができます。
produce.schedule.step_event_description, 選択肢により様々な効果が発生します。
produce.schedule.step_event_activity_description,選択肢により様々な効果が発生します。\n主にPポイントを消費して体力を回復します。
produce.schedule.step_event_school_description,選択肢により様々な効果が発生します。\n主に体力を消費しパラメータを獲得します。
produce.schedule.step_shop_description, Pポイントを消費し、\n様々なメリット効果を得られます。
produce.schedule.step_audition_mid_description, アイドルが受けるオーディションです。\n合格すると最終試験へ進めます。
produce.schedule.step_audition_final_description, アイドルが受けるオーディションです。\n合格すると初星祭でライブができます。

produce.schedule.refresh.popup,{0}回復
produce.schedule.info.noti.character_growth, 課題解放
produce.schedule.info.noti.dearness,親愛度解放

produce.audition.config_description,ライバルとパフォーマンスで対決します。\n3位以内で試験合格となります。
produce.audition.config_description_with_force_clear,ライバルとパフォーマンスで対決します。\n3位以内、もしくは指定スコア以上で試験合格となります。
produce.audition.config_title,{0}の審査基準

produce.sheet.drink_max.title,Pドリンク所持上限
produce.sheet.drink_max.description,Pドリンク所持数が上限に達しています。\n保持しておくドリンクを3つ選んでください。
produce.sheet.drink_max.button,残す
produce.sheet.drink_max.get_drink,受け取ったドリンク
produce.sheet.drink_max.has_drink,手持ちのドリンク
produce.sheet.drink_max.remain_count,あと{0}個選択

produce.schedule.animation.mid, 中間まで
produce.schedule.animation.final, 最終まで

produce.reward.select.initial,受け取る{0}を選んでください。
produce.reward.select.non,{0}を受け取らないで次へ進みます
produce.reward.reroll.count, あと{0}回
produce.reward.reroll,再抽選
produce.reward.effect.type.produce_point_addition_value_up,Pポイント獲得量が{0}％アップ
produce.reward.effect.type.produce_point_addition_value_down,Pポイント獲得量が{0}％ダウン
produce.reward.effect.type.stamina_recover_value_up,スタミナ回復量が{0}％アップ
produce.reward.effect.type.stamina_recover_value_down,スタミナ回復量が{0}％ダウン
